TIME,TEMPERATURE,PRESSURE
08:11:27,25.4,101108
08:11:29,25.5,101107
08:11:31,25.5,101096
08:11:33,25.5,101102
08:11:35,25.5,101105
08:11:40,25.6,101105
08:11:42,25.6,101110
08:11:44,25.6,101107
08:11:46,25.6,101107
08:11:48,25.7,101112
08:11:50,25.7,101114
08:11:52,25.7,101109
08:11:54,25.7,101109
08:11:56,25.8,101108
08:11:58,25.8,101107
08:12:00,25.8,101111
08:12:03,25.8,101112
08:12:05,25.9,101108
08:12:07,25.9,101101
08:12:10,25.9,101106
08:12:12,25.9,101108
08:12:14,25.9,101106
08:12:16,26,101116
08:12:18,26,101113
08:12:20,26,101110
08:12:22,26,101107
08:12:24,26.1,101103
08:12:26,26.1,101110
08:12:28,26.1,101107
08:12:30,26.1,101112
08:12:34,26.2,101106
08:12:36,26.2,101108
08:12:39,26.2,101110
08:12:42,26.3,101106
08:12:44,26.3,101112
08:12:46,26.3,101106
08:12:48,26.3,101114
08:12:50,26.3,101108
08:12:52,26.4,101110
08:12:54,26.4,101108
08:12:56,26.4,101105
08:12:58,26.4,101111
08:13:04,26.5,101105
08:13:06,26.5,101105
08:13:08,26.5,101103
08:13:10,26.6,101111
08:13:12,26.6,101102
08:13:14,26.6,101106
08:13:16,26.6,101106
08:13:18,26.6,101105
08:13:20,26.7,101112
08:13:22,26.7,101104
08:13:24,26.7,101103
08:13:26,26.7,101110
08:13:28,26.8,101109
08:13:32,26.8,101105
08:13:34,26.8,101109
08:13:37,26.8,101107
08:13:39,26.9,101103
08:13:41,26.9,101105
08:13:43,26.9,101108
08:13:45,26.9,101104
08:13:47,26.9,101101
08:13:49,27,101112
08:13:51,27,101111
08:13:53,27,101102
08:13:55,27,101108
08:13:57,27,101108
08:13:59,27.1,101101
08:14:01,27.1,101107
08:14:04,27.1,101106
08:14:06,27.1,101108
08:14:08,27.2,101110
08:14:10,27.2,101114
08:14:12,27.2,101106
08:14:14,27.2,101105
08:14:16,27.2,101103
08:14:18,27.3,101102
08:14:20,27.3,101107
08:14:22,27.3,101109
08:14:24,27.3,101102
08:14:26,27.3,101106
08:14:28,27.4,101103
08:14:32,27.4,101104
08:14:35,27.4,101108
08:14:37,27.4,101110
08:14:39,27.5,101113
08:14:41,27.5,101115
08:14:43,27.5,101108
08:14:45,27.5,101101
08:14:47,27.5,101110
08:14:49,27.5,101107
08:14:51,27.6,101107
08:14:53,27.6,101101
08:14:55,27.6,101107
08:14:57,27.6,101103
08:14:59,27.7,101103
08:15:03,27.7,101111
08:15:05,27.7,101107
08:15:07,27.7,101107
08:15:09,27.7,101110
08:15:11,27.8,101109
08:15:13,27.8,101106
08:15:15,27.8,101111
08:15:17,27.8,101103
08:15:19,27.8,101113
08:15:21,27.8,101108
08:15:23,27.9,101108
08:15:25,27.9,101101
08:15:27,27.9,101107
08:15:29,27.9,101109
08:15:32,27.9,101103
08:15:34,28,101107
08:15:36,28,101107
08:15:38,28,101107
08:15:40,28,101107
08:15:42,28,101108
08:15:44,28.1,101110
08:15:46,28.1,101111
08:15:48,28.1,101110
08:15:50,28.1,101107
08:15:52,28.1,101108
08:15:54,28.1,101108
08:15:56,28.2,101111
08:15:58,28.2,101110
08:16:00,28.2,101103
08:16:03,28.2,101106
08:16:05,28.2,101110
08:16:07,28.3,101106
08:16:09,28.3,101108
08:16:11,28.3,101112
08:16:13,28.3,101104
08:16:15,28.3,101117
08:16:18,28.3,101102
08:16:20,28.3,101110
08:16:22,28.4,101110
08:16:24,28.4,101111
08:16:26,28.4,101107
08:16:28,28.4,101105
08:16:30,28.4,101108
08:16:34,28.5,101107
08:16:36,28.5,101108
08:16:38,28.5,101106
08:16:40,28.5,101109
08:16:42,28.5,101105
08:16:44,28.6,101107
08:16:46,28.6,101100
08:16:48,28.6,101107
08:16:50,28.6,101111
08:16:52,28.6,101108
08:16:54,28.6,101101
08:16:56,28.7,101109
08:16:58,28.7,101112
08:17:00,28.7,101105
08:17:02,28.7,101107
08:17:04,28.7,101110
08:17:06,28.7,101103
08:17:08,28.8,101102
08:17:10,28.8,101105
08:17:13,28.8,101108
08:17:15,28.8,101109
08:17:17,28.8,101106
08:17:19,28.8,101102
08:17:21,28.9,101111
08:17:23,28.9,101104
08:17:25,28.9,101106
08:17:27,28.9,101104
08:17:29,28.9,101101
08:17:31,28.9,101103
08:17:33,29,101111
08:17:35,29,101106
08:17:39,29,101108
08:17:42,29,101108
08:17:44,29.1,101114
08:17:46,29.1,101108
08:17:48,29.1,101110
08:17:50,29.1,101105
08:17:52,29.1,101107
08:17:54,29.1,101104
08:17:56,29.1,101105
08:17:58,29.2,101108
08:18:00,29.2,101109
08:18:02,29.2,101108
08:18:04,29.2,101105
08:18:06,29.2,101101
08:18:09,29.2,101108
08:18:11,29.3,101099
08:18:13,29.3,101109
08:18:15,29.3,101108
08:18:17,29.3,101103
08:18:19,29.3,101111
08:18:21,29.3,101109
08:18:23,29.3,101108
08:18:25,29.4,101107
08:18:27,29.4,101110
08:18:29,29.4,101106
08:18:31,29.4,101106
08:18:33,29.4,101106
08:18:35,29.5,101109
08:18:37,29.5,101105
08:18:39,29.5,101110
08:18:41,29.5,101111
08:18:43,29.5,101108
08:18:45,29.5,101110
08:18:47,29.6,101110
08:18:49,29.6,101107
08:18:51,29.6,101106
08:18:53,29.6,101108
08:18:56,29.6,101105
08:18:58,29.6,101106
08:19:00,29.6,101114
08:19:02,29.7,101108
08:19:04,29.7,101110
08:19:06,29.7,101109
08:19:11,29.7,101105
08:19:14,29.7,101109
08:19:16,29.8,101107
08:19:18,29.8,101109
08:19:20,29.8,101106
08:19:22,29.8,101109
08:19:24,29.8,101110
08:19:26,29.8,101106
08:19:28,29.9,101102
08:19:30,29.9,101105
08:19:32,29.9,101103
08:19:34,29.9,101096
08:19:36,29.9,101104
08:19:38,29.9,101108
08:19:41,29.9,101103
08:19:43,30,101102
08:19:45,30,101106
08:19:47,30,101101
08:19:49,30,101102
08:19:51,30,101107
08:19:53,30,101108
08:19:55,30,101109
08:19:57,30,101103
08:19:59,30,101104
08:20:01,30,101108
08:20:03,30,101107
08:20:05,30.1,101103
08:20:07,30.1,101105
08:20:09,30.1,101105
08:20:11,30.1,101100
08:20:13,30.1,101100
08:20:15,30.2,101103
08:20:17,30.2,101100
08:20:19,30.2,101100
08:20:21,30.2,101105
08:20:23,30.2,101100
08:20:25,30.2,101103
08:20:27,30.3,101102
08:20:29,30.3,101105
08:20:31,30.3,101107
08:20:33,30.3,101109
08:20:35,30.3,101111
08:20:37,30.3,101108
08:20:39,30.3,101109
08:20:42,30.3,101106
08:20:44,30.4,101107
08:20:46,30.3,101106
08:20:48,30.4,101105
08:20:51,30.4,101106
08:20:53,30.4,101109
08:20:55,30.4,101106
08:20:57,30.4,101107
08:20:59,30.4,101109
08:21:01,30.4,101104
08:21:03,30.4,101106
08:21:05,30.4,101105
08:21:07,30.5,101107
08:21:09,30.5,101108
08:21:11,30.5,101106
08:21:13,30.5,101107
08:21:15,30.5,101102
08:21:17,30.5,101100
08:21:19,30.5,101103
08:21:21,30.5,101102
08:21:23,30.5,101105
08:21:25,30.6,101099
08:21:27,30.6,101107
08:21:29,30.6,101105
08:21:31,30.6,101101
08:21:33,30.6,101106
08:21:35,30.7,101110
08:21:37,30.7,101099
08:21:39,30.7,101108
08:21:41,30.7,101102
08:21:43,30.7,101105
08:21:45,30.7,101102
08:21:47,30.7,101103
08:21:49,30.7,101100
08:21:51,30.7,101100
08:21:54,30.7,101094
08:21:56,30.8,101102
08:21:58,30.8,101100
08:22:00,30.8,101101
08:22:02,30.8,101093
08:22:04,30.7,101095
08:22:06,30.8,101101
08:22:08,30.7,101095
08:22:10,30.7,101099
08:22:12,30.8,101095
08:22:14,30.8,101096
08:22:16,30.8,101093
08:22:18,30.8,101095
08:22:21,30.8,101092
08:22:23,30.8,101106
08:22:24,30.8,101100
08:22:27,30.8,101102
08:22:29,30.9,101100
08:22:31,30.9,101103
08:22:33,30.9,101096
08:22:35,30.9,101104
08:22:37,30.9,101100
08:22:39,30.9,101101
08:22:41,30.9,101096
08:22:43,30.9,101096
08:22:45,30.9,101089
08:22:47,30.9,101095
08:22:49,30.9,101092
08:22:51,30.9,101094
08:22:53,31,101095
08:22:55,31,101100
08:22:57,30.9,101094
08:22:59,31,101092
08:23:01,31,101104
08:23:03,31,101093
08:23:05,31,101100
08:23:10,31,101100
08:23:12,31,101093
08:23:14,31,101096
08:23:16,31,101100
08:23:18,31,101100
08:23:20,31,101094
08:23:22,31.1,101099
08:23:24,31.1,101101
08:23:26,31.1,101092
08:23:28,31.1,101094
08:23:30,31.1,101099
08:23:32,31.1,101100
08:23:34,31.1,101092
08:23:37,31.2,101099
08:23:39,31.2,101092
08:23:42,31.2,101092
08:23:44,31.2,101094
08:23:46,31.2,101095
08:23:48,31.2,101090
08:23:50,31.2,101090
08:23:52,31.2,101094
08:23:54,31.2,101094
08:23:56,31.2,101092
08:23:58,31.2,101092
08:24:00,31.2,101093
08:24:02,31.2,101090
08:24:04,31.2,101087
08:24:10,31.2,101096
08:24:13,31.2,101093
08:24:15,31.2,101087
08:24:17,31.2,101091
08:24:19,31.2,101090
08:24:21,31.3,101095
08:24:23,31.3,101088
08:24:25,31.3,101092
08:24:27,31.3,101091
08:24:29,31.3,101100
08:24:31,31.4,101093
08:24:33,31.4,101093
08:24:35,31.4,101100
08:24:37,31.4,101090
08:24:40,31.4,101099
08:24:43,31.4,101099
08:24:45,31.5,101095
08:24:47,31.5,101107
08:24:49,31.5,101094
08:24:51,31.5,101096
08:24:53,31.5,101094
08:24:55,31.5,101092
08:24:57,31.5,101092
08:24:59,31.6,101091
08:25:01,31.6,101095
08:25:03,31.6,101099
08:25:05,31.6,101095
08:25:07,31.6,101099
08:25:09,31.6,101101
08:25:11,31.6,101090
08:25:13,31.6,101087
08:25:17,31.6,101089
08:25:19,31.6,101094
08:25:21,31.7,101090
08:25:23,31.7,101096
08:25:25,31.7,101095
08:25:27,31.7,101102
08:25:29,31.7,101100
08:25:31,31.7,101104
08:25:33,31.8,101094
08:25:35,31.8,101089
08:25:37,31.8,101093
08:25:39,31.8,101088
08:25:41,31.8,101096
08:25:43,31.8,101095
08:25:45,31.8,101093
08:25:47,31.8,101093
08:25:49,31.9,101095
08:25:51,31.9,101089
08:25:53,31.9,101094
08:25:55,31.9,101088
08:25:57,31.9,101092
08:25:59,31.9,101092
08:26:01,31.9,101089
08:26:03,31.9,101094
08:26:05,31.9,101091
08:26:07,31.9,101094
08:26:09,32,101093
08:26:11,32,101089
08:26:16,32,101100
08:26:18,32,101095
08:26:20,32,101105
08:26:22,32,101099
08:26:24,32,101095
08:26:26,32,101099
08:26:29,32,101094
08:26:33,32.1,101092
08:26:35,32.1,101092
08:26:38,32.1,101102
08:26:40,32.1,101095
08:26:42,32.1,101096
08:26:44,32.1,101089
08:26:46,32.2,101101
08:26:48,32.2,101096
08:26:50,32.2,101095
08:26:52,32.2,101096
08:26:54,32.2,101095
08:26:56,32.2,101086
08:26:58,32.2,101089
08:27:02,32.2,101092
08:27:04,32.2,101099
08:27:06,32.2,101095
08:27:08,32.3,101093
08:27:10,32.3,101089
08:27:12,32.3,101087
08:27:15,32.3,101089
08:27:17,32.3,101093
08:27:19,32.3,101095
08:27:21,32.3,101087
08:27:23,32.3,101096
08:27:24,32.3,101089
08:27:26,32.4,101099
08:27:28,32.4,101095
08:27:31,32.4,101104
08:27:33,32.4,101102
08:27:35,32.4,101096
08:27:37,32.4,101092
08:27:39,32.4,101093
08:27:41,32.5,101094
08:27:43,32.5,101094
08:27:45,32.5,101095
08:27:48,32.5,101100
08:27:50,32.5,101100
08:27:52,32.5,101094
08:27:54,32.5,101096
08:27:56,32.5,101095
08:27:58,32.5,101095
08:28:00,32.5,101094
08:28:02,32.6,101102
08:28:05,32.6,101094
08:28:07,32.6,101099
08:28:09,32.6,101096
08:28:11,32.6,101094
08:28:13,32.6,101101
08:28:15,32.6,101100
08:28:17,32.6,101096
08:28:19,32.6,101101
08:28:21,32.6,101096
08:28:23,32.6,101086
08:28:25,32.7,101093
08:28:27,32.7,101088
08:28:29,32.7,101099
08:28:32,32.7,101100
08:28:34,32.7,101088
08:28:36,32.7,101094
08:28:38,32.7,101094
08:28:40,32.7,101095
08:28:42,32.7,101096
08:28:45,32.7,101100
08:28:47,32.8,101094
08:28:49,32.8,101100
08:28:51,32.8,101092
08:28:53,32.8,101094
08:28:55,32.8,101093
08:28:57,32.8,101092
08:28:59,32.8,101094
08:29:03,32.8,101095
08:29:05,32.8,101099
08:29:07,32.8,101103
08:29:09,32.8,101099
08:29:11,32.9,101093
08:29:13,32.9,101099
08:29:15,32.9,101102
08:29:17,32.9,101095
08:29:19,32.9,101096
08:29:21,32.9,101099
08:29:23,32.9,101100
08:29:25,32.9,101100
08:29:27,32.9,101107
08:29:29,32.9,101106
08:29:36,32.9,101095
08:29:38,33,101099
08:29:40,33,101100
08:29:42,33,101100
08:29:45,33,101101
08:29:47,33,101103
08:29:49,33,101110
08:29:51,33,101101
08:29:53,33,101102
08:29:55,33,101102
08:29:57,33.1,101102
08:29:59,33.1,101102
08:30:01,33.1,101101
08:30:07,33.1,101105
08:30:10,33.1,101106
08:30:12,33.1,101101
08:30:14,33.1,101103
08:30:16,33.2,101108
08:30:18,33.2,101105
08:30:20,33.2,101096
08:30:22,33.2,101100
08:30:24,33.2,101102
08:30:26,33.2,101092
08:30:28,33.2,101094
08:30:30,33.2,101099
08:30:32,33.2,101102
08:30:37,33.2,101095
08:30:39,33.2,101099
08:30:41,33.3,101106
08:30:43,33.3,101104
08:30:45,33.3,101100
08:30:47,33.3,101096
08:30:49,33.3,101100
08:30:51,33.3,101094
08:30:53,33.3,101096
08:30:55,33.3,101090
08:30:57,33.3,101101
08:30:59,33.3,101101
08:31:01,33.3,101099
08:31:07,33.3,101104
08:31:11,33.4,101106
08:31:13,33.4,101103
08:31:15,33.4,101101
08:31:17,33.4,101096
08:31:19,33.4,101096
08:31:21,33.4,101095
08:31:26,33.4,101100
08:31:28,33.4,101096
08:31:34,33.4,101104
08:31:36,33.4,101103
08:31:38,33.4,101103
08:31:40,33.5,101099
08:31:42,33.5,101095
08:31:44,33.5,101093
08:31:47,33.5,101101
08:31:49,33.5,101094
08:31:51,33.5,101099
08:31:53,33.5,101096
08:31:55,33.5,101095
08:31:57,33.5,101087
08:31:59,33.5,101093
08:32:01,33.5,101091
08:32:03,33.5,101089
08:32:05,33.5,101081
08:32:07,33.6,101094
08:32:09,33.6,101094
08:32:11,33.5,101094
08:32:13,33.5,101089
08:32:15,33.5,101090
08:32:17,33.5,101070
08:32:19,33.5,101037
08:32:21,33.5,101001
08:32:23,33.5,100968
08:32:25,33.5,100941
08:32:27,33.5,100922
08:32:32,33.5,100593
08:32:34,33.5,100436
08:32:36,33.5,100283
08:32:38,33.6,100134
08:32:41,33.6,99991
08:32:43,33.6,99835
08:32:45,33.6,99702
08:32:47,33.6,99566
08:32:49,33.6,99422
08:32:51,33.6,99274
08:32:53,33.6,99144
08:32:55,33.6,98993
08:32:57,33.6,98866
08:32:59,33.6,98740
08:33:01,33.6,98627
08:33:03,33.6,98499
08:33:05,33.6,98377
08:33:07,33.6,98242
08:33:09,33.5,98117
08:33:11,33.6,97960
08:33:13,33.6,97859
08:33:15,33.6,97712
08:33:17,33.6,97576
08:33:19,33.6,97459
08:33:21,33.6,97311
08:33:23,33.6,97190
08:33:25,33.6,97042
08:33:27,33.5,96906
08:33:29,33.6,96776
08:33:31,33.5,96659
08:33:33,33.6,96515
08:33:35,33.6,96358
08:33:37,33.6,96237
08:33:40,33.6,96084
08:33:42,33.7,95959
08:33:44,33.7,95802
08:33:46,33.7,95666
08:33:48,33.7,95520
08:33:50,33.6,95370
08:33:52,33.7,95225
08:33:54,33.7,95087
08:33:56,33.7,94925
08:33:58,33.7,94829
08:34:00,33.7,94684
08:34:02,33.7,94551
08:34:04,33.8,94418
08:34:06,33.8,94279
08:34:08,33.8,94135
08:34:10,33.7,94014
08:34:12,33.7,93890
08:34:14,33.8,93755
08:34:16,33.7,93607
08:34:18,33.7,93478
08:34:20,33.8,93334
08:34:22,33.8,93215
08:34:24,33.8,93094
08:34:26,33.8,92956
08:34:28,33.8,92832
08:34:30,33.8,92703
08:34:32,33.8,92574
08:34:34,33.8,92436
08:34:36,33.8,92303
08:34:38,33.8,92173
08:34:40,33.8,92045
08:34:43,33.8,91911
08:34:45,33.8,91729
08:34:48,33.8,91608
08:34:50,33.8,91466
08:34:52,33.8,91335
08:34:54,33.9,91195
08:34:56,33.9,91070
08:34:58,33.9,90935
08:35:00,33.9,90810
08:35:02,33.9,90675
08:35:04,33.9,90544
08:35:06,33.9,90415
08:35:08,33.9,90297
08:35:10,33.9,90149
08:35:13,33.9,90027
08:35:15,33.9,89910
08:35:17,33.9,89774
08:35:19,33.9,89654
08:35:21,33.9,89496
08:35:23,33.9,89381
08:35:25,33.8,89264
08:35:27,33.8,89126
08:35:29,33.8,88998
08:35:31,33.9,88873
08:35:33,33.9,88756
08:35:35,33.9,88619
08:35:37,33.9,88489
08:35:39,33.9,88374
08:35:41,33.9,88259
08:35:43,33.9,88145
08:35:45,33.9,88018
08:35:47,33.9,87898
08:35:49,33.9,87766
08:35:51,33.9,87644
08:35:53,33.9,87515
08:35:55,33.9,87377
08:35:57,33.9,87246
08:35:59,33.9,87140
08:36:01,33.9,86997
08:36:04,34,86885
08:36:06,34,86745
08:36:08,34,86617
08:36:10,34,86492
08:36:12,34,86346
08:36:14,34,86238
08:36:16,34,86095
08:36:18,34,85963
08:36:20,34,85871
08:36:22,34,85729
08:36:24,34,85605
08:36:29,34,85247
08:36:32,34,85114
08:36:34,34,84999
08:36:36,34,84886
08:36:38,34,84762
08:36:40,34,84650
08:36:42,34,84532
08:36:44,34,84409
08:36:46,34,84310
08:36:48,34.1,84192
08:36:50,34.1,84063
08:36:52,34.1,83940
08:36:54,34.1,83823
08:36:56,34.1,83718
08:36:58,34.1,83593
08:37:00,34.1,83490
08:37:02,34.1,83367
08:37:04,34.1,83231
08:37:06,34.1,83089
08:37:08,34.1,82990
08:37:10,34.1,82856
08:37:12,34.2,82733
08:37:14,34.1,82629
08:37:17,34.2,82495
08:37:19,34.2,82375
08:37:21,34.2,82276
08:37:23,34.2,82130
08:37:25,34.1,82020
08:37:30,34.2,81727
08:37:32,34.2,81609
08:37:34,34.2,81504
08:37:36,34.2,81379
08:37:39,34.2,81265
08:37:41,34.2,81157
08:37:43,34.2,81055
08:37:45,34.2,80935
08:37:47,34.2,80810
08:37:49,34.2,80689
08:37:51,34.2,80566
08:37:54,34.3,80421
08:37:56,34.3,80304
08:37:58,34.3,80198
08:38:00,34.3,80102
08:38:02,34.3,80002
08:38:04,34.3,79875
08:38:06,34.3,79761
08:38:08,34.4,79645
08:38:10,34.4,79528
08:38:12,34.4,79406
08:38:14,34.4,79308
08:38:16,34.4,79178
08:38:18,34.4,79066
08:38:20,34.4,78939
08:38:22,34.4,78845
08:38:24,34.4,78711
08:38:26,34.4,78591
08:38:28,34.4,78480
08:38:30,34.4,78360
08:38:32,34.4,78233
08:38:34,34.4,78113
08:38:36,34.4,77992
08:38:38,34.4,77891
08:38:40,34.5,77789
08:38:42,34.5,77686
08:38:44,34.5,77569
08:38:46,34.5,77460
08:38:48,34.5,77356
08:38:50,34.5,77240
08:38:52,34.5,77118
08:38:54,34.5,77010
08:38:57,34.5,76890
08:38:59,34.4,76787
08:39:01,34.4,76681
08:39:03,34.5,76578
08:39:06,34.5,76443
08:39:08,34.5,76337
08:39:10,34.5,76234
08:39:12,34.5,76110
08:39:14,34.5,75986
08:39:16,34.5,75884
08:39:18,34.6,75766
08:39:20,34.6,75651
08:39:22,34.6,75540
08:39:24,34.5,75432
08:39:26,34.5,75323
08:39:28,34.5,75212
08:39:30,34.5,75079
08:39:32,34.6,74991
08:39:34,34.6,74876
08:39:36,34.6,74766
08:39:38,34.6,74655
08:39:40,34.6,74562
08:39:42,34.6,74442
08:39:44,34.7,74353
08:39:46,34.7,74231
08:39:48,34.7,74128
08:39:50,34.7,74032
08:39:52,34.7,73926
08:39:54,34.7,73810
08:39:56,34.7,73698
08:39:58,34.7,73592
08:40:00,34.7,73483
08:40:02,34.7,73378
08:40:04,34.7,73283
08:40:06,34.7,73165
08:40:08,34.8,73057
08:40:10,34.8,72941
08:40:13,34.8,72832
08:40:15,34.8,72726
08:40:17,34.8,72610
08:40:19,34.8,72522
08:40:21,34.8,72408
08:40:23,34.7,72314
08:40:25,34.7,72197
08:40:27,34.7,72078
08:40:29,34.8,71975
08:40:31,34.8,71854
08:40:33,34.8,71740
08:40:35,34.8,71637
08:40:37,34.8,71543
08:40:39,34.8,71428
08:40:41,34.7,71325
08:40:43,34.7,71224
08:40:45,34.7,71138
08:40:47,34.8,71022
08:40:49,34.8,70923
08:40:51,34.8,70840
08:40:53,34.8,70746
08:40:56,34.8,70630
08:40:58,34.8,70522
08:41:00,34.8,70417
08:41:02,34.8,70307
08:41:04,34.8,70203
08:41:06,34.8,70106
08:41:08,34.8,70001
08:41:10,34.9,69900
08:41:12,34.9,69802
08:41:14,34.8,69716
08:41:16,34.9,69618
08:41:18,34.9,69514
08:41:20,34.9,69420
08:41:22,34.9,69321
08:41:24,34.9,69217
08:41:26,34.9,69120
08:41:28,34.9,69012
08:41:30,34.9,68913
08:41:33,35,68779
08:41:35,34.9,68675
08:41:37,35,68574
08:41:39,35,68478
08:41:41,35,68372
08:41:43,34.9,68276
08:41:45,35,68170
08:41:47,34.9,68070
08:41:49,34.9,67969
08:41:51,34.9,67869
08:41:53,34.9,67766
08:41:55,34.9,67697
08:41:57,34.9,67591
08:41:59,34.9,67481
08:42:01,34.9,67393
08:42:04,34.9,67285
08:42:06,34.9,67199
08:42:08,35,67107
08:42:10,35,67000
08:42:12,35,66900
08:42:14,35,66809
08:42:16,35,66701
08:42:18,35,66598
08:42:20,35,66495
08:42:22,35,66385
08:42:24,35,66276
08:42:26,35,66185
08:42:28,35.1,66074
08:42:31,35.1,65902
08:42:34,35.1,65817
08:42:36,35.1,65726
08:42:38,35.1,65648
08:42:40,35.1,65576
08:42:42,35.1,65476
08:42:44,35.1,65372
08:42:46,35.1,65277
08:42:48,35.1,65181
08:42:50,35.1,65101
08:42:52,35.1,64989
08:42:54,35.1,64894
08:42:57,35.1,64759
08:43:00,35.1,64662
08:43:02,35.1,64570
08:43:04,35.1,64462
08:43:06,35.1,64363
08:43:08,35.1,64258
08:43:10,35.1,64160
08:43:12,35.1,64058
08:43:14,35.1,63960
08:43:16,35.1,63870
08:43:18,35.1,63773
08:43:20,35.1,63677
08:43:22,35.1,63583
08:43:24,35.2,63500
08:43:26,35.2,63431
08:43:28,35.1,63325
08:43:30,35.2,63230
08:43:32,35.2,63141
08:43:34,35.1,63046
08:43:36,35.2,62943
08:43:38,35.2,62855
08:43:40,35.2,62760
08:43:42,35.2,62667
08:43:44,35.2,62559
08:43:46,35.2,62482
08:43:48,35.2,62369
08:43:50,35.2,62271
08:43:52,35.2,62179
08:43:54,35.2,62087
08:43:56,35.2,62011
08:43:58,35.2,61924
08:44:00,35.2,61829
08:44:02,35.2,61756
08:44:04,35.2,61648
08:44:06,35.2,61547
08:44:08,35.2,61455
08:44:10,35.2,61359
08:44:12,35.2,61265
08:44:14,35.2,61182
08:44:16,35.2,61092
08:44:20,35.2,60944
08:44:23,35.2,60778
08:44:25,35.2,60681
08:44:27,35.2,60620
08:44:29,35.2,60522
08:44:31,35.2,60423
08:44:33,35.2,60314
08:44:35,35.2,60228
08:44:37,35.2,60140
08:44:40,35.2,60031
08:44:42,35.2,59926
08:44:44,35.2,59831
08:44:46,35.2,59729
08:44:48,35.3,59653
08:44:50,35.3,59565
08:44:52,35.2,59480
